run_number,language,server_replicas,num_concurrent_clients_scenario,num_messages_per_client_scenario,total_connections_attempted,successful_connections,total_messages_sent,total_messages_received,average_latency_ms,max_latency_ms,min_latency_ms,total_errors,total_latency_sum_ms,scenario_success_rate,language
2,go,2,10,1,10,10,10,10,2.3636595,4.126038,0.274264,0,23.636595,100.0,go
2,go,2,10,10,10,10,100,100,0.37345896,0.431037,0.2857224,0,37.345896,100.0,go
2,go,2,10,100,10,10,1000,1000,0.279071394,0.29876627,0.24364782999999995,0,279.071394,100.0,go
2,go,2,10,500,10,10,5000,5000,0.3710350399999999,0.3877263019999997,0.3539945719999999,0,1855.1751999999997,100.0,go
2,go,2,10,1000,10,10,10000,10000,0.2592215844,0.2670578550000002,0.24793882999999967,0,2592.2158439999994,100.0,go
2,go,2,10,10000,10,10,100000,100000,0.2910528295899999,0.29797476250000016,0.2804981158000004,0,29105.28295899999,100.0,go
2,go,2,20,1,20,20,20,20,0.413373,0.764524,0.184387,0,8.26746,100.0,go
2,go,2,20,10,20,20,200,200,0.6988246650000001,0.9225825000000001,0.4499208,0,139.764933,100.0,go
2,go,2,20,100,20,20,2000,2000,0.42371762749999997,0.44667553,0.3905954399999999,0,847.4352549999999,100.0,go
2,go,2,20,500,20,20,10000,10000,0.3975425573,0.41703897199999973,0.378809748,0,3975.425573,100.0,go
2,go,2,20,1000,20,20,20000,20000,0.4482085316,0.46292648699999994,0.4218562379999997,0,8964.170632000001,100.0,go
2,go,2,20,10000,20,20,200000,200000,0.4183791149949999,0.4262474193000012,0.4063245120000005,0,83675.822999,100.0,go
2,go,2,30,1,30,30,30,30,0.8383517,2.11348,0.162948,0,25.150551,100.0,go
2,go,2,30,10,30,30,300,300,0.67653803,1.0953437999999998,0.3198136,0,202.961409,100.0,go
2,go,2,30,100,30,30,3000,3000,0.869122862,0.9451142200000001,0.75860948,0,2607.368586,100.0,go
2,go,2,30,500,30,30,15000,15000,0.6161928192,0.6420037999999998,0.5853632099999992,0,9242.892288000001,100.0,go
2,go,2,30,1000,30,30,30000,30000,0.5208034731333334,0.5410211129999997,0.4959212830000006,0,15624.104194000003,100.0,go
2,go,2,30,10000,30,30,300000,300000,0.5587566899833334,0.5676636662000012,0.5445236172999994,0,167627.006995,100.0,go
2,go,2,40,1,40,40,40,40,1.0728818,2.565177,0.076049,0,42.915272,100.0,go
2,go,2,40,10,40,40,400,400,0.6343210925,0.9376438000000002,0.3652555999999999,0,253.72843699999999,100.0,go
2,go,2,40,100,40,40,4000,4000,1.1176496129999998,1.22487387,0.86922089,0,4470.598451999999,100.0,go
2,go,2,40,500,40,40,20000,20000,0.69649657705,0.7221309720000008,0.6528443339999992,0,13929.931541,100.0,go
2,go,2,40,1000,40,40,40000,40000,0.6193730566500001,0.6423389660000006,0.5788839830000005,0,24774.922266000005,100.0,go
2,go,2,40,10000,40,40,400000,400000,0.6854680834374998,0.6953632323000006,0.6715703924000032,0,274187.2333749999,100.0,go
2,go,2,50,1,50,50,50,50,1.9091631,3.604483,0.225922,0,95.458155,100.0,go
2,go,2,50,10,50,50,500,500,1.278973598,1.7804790999999998,0.7201824,0,639.486799,100.0,go
2,go,2,50,100,50,50,5000,5000,0.7962513942,0.8737547199999998,0.6743744,0,3981.2569710000002,100.0,go
