run_number,language,server_replicas,num_concurrent_clients_scenario,num_messages_per_client_scenario,total_connections_attempted,successful_connections,total_messages_sent,total_messages_received,average_latency_ms,max_latency_ms,min_latency_ms,total_errors,total_latency_sum_ms,scenario_success_rate
1,cpp,2,10,1,10,10,10,10,3.2245767,5.474796,0.356778,0,32.245767,100.0
1,cpp,2,10,10,10,10,100,100,0.7151784,1.1247337,0.4411258,0,71.51784,100.0
1,cpp,2,10,100,10,10,1000,1000,0.468737069,0.53502337,0.3553662299999999,0,468.73706899999996,100.0
1,cpp,2,10,500,10,10,5000,5000,0.7264694332000001,0.7602555819999993,0.6688892140000006,0,3632.3471660000005,100.0
1,cpp,2,10,1000,10,10,10000,10000,0.6639600665999998,0.7116326599999998,0.5920801280000011,0,6639.6006659999985,100.0
1,cpp,2,10,10000,10,10,100000,100000,0.6413175246600008,0.6741542755000033,0.5963145299999997,0,64131.75246600008,100.0
1,cpp,2,20,1,20,20,20,20,1.59703555,4.283373,0.177734,0,31.940711,100.0
1,cpp,2,20,10,20,20,200,200,1.5236350550000002,2.2718263000000003,0.8247560999999999,0,304.727011,100.0
1,cpp,2,20,100,20,20,2000,2000,1.4622755180000002,1.7022246500000007,1.0444918200000002,0,2924.5510360000003,100.0
1,cpp,2,20,500,20,20,10000,10000,1.1737275746000002,1.3861706119999995,0.776849704,0,11737.275746000001,100.0
1,cpp,2,20,1000,20,20,20000,20000,1.07744376425,1.1197460810000006,1.0316726510000003,0,21548.875285,100.0
1,cpp,2,20,10000,20,20,200000,200000,1.0048904933450002,1.0955335224000036,0.8052509573999987,0,200978.09866900003,100.0
1,cpp,2,30,1,30,30,30,30,9.258728533333334,33.944849,0.596392,0,277.761856,100.0
1,cpp,2,30,10,30,30,300,300,0.8829399766666666,1.3896528,0.4174395000000001,0,264.881993,100.0
1,cpp,2,30,100,30,30,3000,3000,0.968859796,1.1247584599999998,0.6777976200000001,0,2906.579388,100.0
1,cpp,2,30,500,30,30,15000,15000,1.1506532147333333,1.2276809800000004,1.0524473760000008,0,17259.798221,100.0
1,cpp,2,30,1000,30,30,30000,30000,1.0025365838333333,1.0421631219999996,0.9155999970000006,0,30076.097515,100.0
1,cpp,2,30,10000,30,30,300000,300000,1.0581002567266666,1.1417086675000025,0.9336359519000013,0,317430.07701799995,100.0
1,cpp,2,40,1,40,40,40,40,1.4340086749999998,5.78529,0.163849,0,57.360347,100.0
1,cpp,2,40,10,40,40,400,400,1.0383372275,1.6139569999999999,0.6195463,0,415.33489099999997,100.0
1,cpp,2,40,100,40,40,4000,4000,1.2561700142499999,1.5627648999999995,0.8171592099999997,0,5024.680057,100.0
1,cpp,2,40,500,40,40,20000,20000,1.2467695662499998,1.369997656000001,1.0537024159999993,0,24935.391324999997,100.0
1,cpp,2,40,1000,40,40,40000,40000,1.397127505675,1.5118100980000002,1.1581364120000008,0,55885.100227,100.0
1,cpp,2,40,10000,40,40,400000,400000,1.2709554241724996,1.3355637968000005,1.1851066991999988,0,508382.1696689999,100.0
1,cpp,2,50,1,50,50,50,50,1.78036458,5.406995,0.216777,0,89.018229,100.0
1,cpp,2,50,10,50,50,500,500,1.120239476,2.0785334000000004,0.4336864,0,560.119738,100.0
1,cpp,2,50,100,50,50,5000,5000,1.6063652892000002,2.036649840000001,1.1494161899999995,0,8031.826446,100.0
1,cpp,2,50,500,50,50,25000,25000,1.8572677978399996,2.0127262339999974,1.633587383999999,0,46431.69494599999,100.0
1,cpp,2,50,1000,50,50,50000,50000,1.6547077946800002,1.771842093,1.4709858470000012,0,82735.389734,100.0
